Street Name,Ward Name,Postcode,Switch Regime,Wattage,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Organisation URI,Last Uploaded
MORWELL STREET,BLOOMSBURY,WC1,35/18,60,529741,181594,-0.131472,51.518377,Plotted By Council Officer,"(51.518377, -0.131472)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
TAVISTOCK PLACE,KING'S CROSS,WC1,35/18,104,529984,182318,-0.127704,51.524828,Plotted By Council Officer,"(51.524828, -0.127704)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
FORDWYCH ROAD,FORTUNE GREEN,NW2,70/35,50,524591,184989,-0.204456,51.550047,Plotted By Council Officer,"(51.550047, -0.204456)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
CASTLEHAVEN ROAD,CAMDEN TOWN,NW1,35/18,95,528762,184257,-0.144601,51.542533,Plotted By Council Officer,"(51.542533, -0.144601)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
SOUTHAMPTON ROW,HOLBORN AND COVENT GARDEN,WC1,35/18,140,530470,181622,-0.12096,51.518461,Plotted By Council Officer,"(51.518461, -0.12096)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
EARLHAM STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,530023,181083,-0.127598,51.51372,Plotted By Council Officer,"(51.51372, -0.127598)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
ETON AVENUE,BELSIZE,NW3,35/18,96,527335,184527,-0.165069,51.545283,Plotted By Council Officer,"(51.545283, -0.165069)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
BELSIZE ROAD,KILBURN,NW3,35/18,90,525853,183912,-0.18665,51.540088,Plotted By Council Officer,"(51.540088, -0.18665)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
SAVERNAKE ROAD,GOSPEL OAK,NW3,35/18,60,527992,185713,-0.155169,51.555793,Plotted By Council Officer,"(51.555793, -0.155169)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
NETHERHALL GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,526382,185207,-0.178561,51.551608,Plotted By Council Officer,"(51.551608, -0.178561)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
POND STREET,HAMPSTEAD TOWN,NW3,35/18,90,527237,185494,-0.166132,51.553995,Plotted By Council Officer,"(51.553995, -0.166132)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
DYNHAM ROAD,KILBURN,NW6,35/18,61,525219,184336,-0.195636,51.544039,Plotted By Council Officer,"(51.544039, -0.195636)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
KING HENRY'S ROAD,SWISS COTTAGE,NW3,35/18,90,527056,184122,-0.169237,51.541706,Plotted By Council Officer,"(51.541706, -0.169237)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
MECKLENBURGH SQUARE,KING'S CROSS,WC1,35/18,90,530645,182455,-0.118131,51.525907,Plotted By Council Officer,"(51.525907, -0.118131)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
HARRISON STREET,KING'S CROSS,WC1,35/18,60,530559,182674,-0.119289,51.527895,Plotted By Council Officer,"(51.527895, -0.119289)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
CLEVELAND STREET,BLOOMSBURY,W1,35/18,90,529233,181810,-0.13871,51.520435,Plotted By Council Officer,"(51.520435, -0.13871)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
COLLEGE PLACE,ST PANCRAS AND SOMERS TOWN,NW1,35/18,21,529484,183539,-0.134459,51.535916,Plotted By Council Officer,"(51.535916, -0.134459)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
MECKLENBURGH SQUARE,KING'S CROSS,WC1,35/18,90,530678,182322,-0.117705,51.524704,Plotted By Council Officer,"(51.524704, -0.117705)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
QUEEN SQUARE,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530311,182016,-0.123105,51.522039,Plotted By Council Officer,"(51.522039, -0.123105)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
CANFIELD PLACE,SWISS COTTAGE,NW6,35/18,50,526253,184675,-0.180611,51.546856,Plotted By Council Officer,"(51.546856, -0.180611)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
EBBSFLEET ROAD,FORTUNE GREEN,NW2,35/18,60,524128,185537,-0.210938,51.555074,Plotted By Council Officer,"(51.555074, -0.210938)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
BARTHOLOMEW ROAD,CANTELOWES,NW5,35/18,90,528975,184619,-0.141398,51.545738,Plotted By Council Officer,"(51.545738, -0.141398)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
CLERKENWELL ROAD,HOLBORN AND COVENT GARDEN,EC1,35/18,90,531266,182046,-0.109337,51.522087,Plotted By Council Officer,"(51.522087, -0.109337)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
KINGSGATE PLACE,KILBURN,NW6,35/18,61,525229,183963,-0.195625,51.540685,Plotted By Council Officer,"(51.540685, -0.195625)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
OAKHILL AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,60,525632,185627,-0.189223,51.55555,Plotted By Council Officer,"(51.55555, -0.189223)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
FOOTBRIDGE OVER RAIL BETWEEN 4 & 10 SAVERNAKE ROAD,GOSPEL OAK,NW3,35/18,30,527761,185727,-0.158494,51.555971,Plotted By Council Officer,"(51.555971, -0.158494)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
WINCHESTER ROAD,SWISS COTTAGE,NW3,35/18,60,526883,184224,-0.171693,51.542662,Plotted By Council Officer,"(51.542662, -0.171693)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
CROMER STREET,KING'S CROSS,WC1,35/18,90,530264,182626,-0.123557,51.527531,Plotted By Council Officer,"(51.527531, -0.123557)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
GILLIES STREET,GOSPEL OAK,NW5,35/18,60,528400,185183,-0.14948,51.550937,Plotted By Council Officer,"(51.550937, -0.14948)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
FAWLEY ROAD,WEST HAMPSTEAD,NW6,35/18,60,525597,185014,-0.189946,51.550049,Plotted By Council Officer,"(51.550049, -0.189946)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
ETON AVENUE,BELSIZE,NW3,35/18,96,526983,184443,-0.170173,51.544607,Plotted By Council Officer,"(51.544607, -0.170173)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
OSSULSTON STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529945,182793,-0.128091,51.529106,Plotted By Council Officer,"(51.529106, -0.128091)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
COLLEGE PLACE,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529416,183642,-0.135401,51.536857,Plotted By Council Officer,"(51.536857, -0.135401)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
MAITLAND PARK VILLAS,HAVERSTOCK,NW3,35/18,90,527924,184816,-0.156475,51.547747,Plotted By Council Officer,"(51.547747, -0.156475)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
BLOOMSBURY STREET,BLOOMSBURY,WC1,35/18,90,530019,181529,-0.127491,51.517729,Plotted By Council Officer,"(51.517729, -0.127491)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
BILLY FURY WAY,WEST HAMPSTEAD,NW6,35/18,29,525922,184947,-0.185285,51.549374,Plotted By Council Officer,"(51.549374, -0.185285)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
REDHILL STREET,REGENT'S PARK,NW1,35/18,60,528845,182945,-0.143884,51.530723,Plotted By Council Officer,"(51.530723, -0.143884)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,529130,183650,-0.139519,51.536994,Plotted By Council Officer,"(51.536994, -0.139519)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
LADY MARGARET ROAD,KENTISH TOWN,NW5,35/18,60,529255,185562,-0.137016,51.554148,Plotted By Council Officer,"(51.554148, -0.137016)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
LEEKE STREET,KING'S CROSS,WC1,35/18,61,530641,182957,-0.118003,51.530419,Plotted By Council Officer,"(51.530419, -0.118003)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
SWAIN'S LANE,HIGHGATE,N6,35/18,45,528566,186875,-0.146469,51.566105,Plotted By Council Officer,"(51.566105, -0.146469)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
BAYHAM STREET,CAMDEN TOWN,NW1,35/18,90,529204,183549,-0.13849,51.53607,Plotted By Council Officer,"(51.53607, -0.13849)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
ADELAIDE ROAD,HAVERSTOCK,NW3,35/18,90,527289,184288,-0.165819,51.543145,Plotted By Council Officer,"(51.543145, -0.165819)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
STACEY STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,529969,181125,-0.12836,51.51411,Plotted By Council Officer,"(51.51411, -0.12836)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
GREAT RUSSELL STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,529913,181495,-0.129031,51.517448,Plotted By Council Officer,"(51.517448, -0.129031)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
CHALCOT SQUARE,CAMDEN TOWN,NW1,35/18,60,527981,184057,-0.155929,51.540913,Plotted By Council Officer,"(51.540913, -0.155929)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
NEW NORTH STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530535,181845,-0.119942,51.52045,Plotted By Council Officer,"(51.52045, -0.119942)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
NORTHINGTON STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530916,182046,-0.114379,51.522168,Plotted By Council Officer,"(51.522168, -0.114379)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
BRITANNIA STREET,KING'S CROSS,WC1,35/18,90,530643,182903,-0.117994,51.529933,Plotted By Council Officer,"(51.529933, -0.117994)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
MANSFIELD ROAD,GOSPEL OAK,NW3,35/18,250,527807,185411,-0.157945,51.553121,Plotted By Council Officer,"(51.553121, -0.157945)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
CANNON LANE,HAMPSTEAD TOWN,NW3,70/35,125,526647,186123,-0.174412,51.559781,Plotted By Council Officer,"(51.559781, -0.174412)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
UNIVERSITY STREET,BLOOMSBURY,WC1,35/18,90,529448,182158,-0.135485,51.523513,Plotted By Council Officer,"(51.523513, -0.135485)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
MORNINGTON STREET,REGENT'S PARK,NW1,35/18,90,529020,183442,-0.141181,51.53515,Plotted By Council Officer,"(51.53515, -0.141181)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
FITZJOHN'S AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,140,526581,184972,-0.175777,51.549452,Plotted By Council Officer,"(51.549452, -0.175777)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
HILLFIELD ROAD,FORTUNE GREEN,NW6,35/18,45,525120,185314,-0.196715,51.552851,Plotted By Council Officer,"(51.552851, -0.196715)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
CROWNDALE ROAD,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529328,183415,-0.136752,51.534837,Plotted By Council Officer,"(51.534837, -0.136752)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
OPPIDANS ROAD,CAMDEN TOWN,NW3,35/18,60,527652,184122,-0.160647,51.541572,Plotted By Council Officer,"(51.541572, -0.160647)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
GOLDHURST TERRACE,SWISS COTTAGE,NW6,35/18,60,526298,184480,-0.180033,51.545093,Plotted By Council Officer,"(51.545093, -0.180033)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
KELLY STREET,KENTISH TOWN,NW1,35/18,60,528809,184637,-0.143784,51.545937,Plotted By Council Officer,"(51.545937, -0.143784)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
DOWNSHIRE HILL,HAMPSTEAD TOWN,NW3,35/18,60,526890,185604,-0.171095,51.555062,Plotted By Council Officer,"(51.555062, -0.171095)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
OSNABURGH STREET,REGENT'S PARK,NW1,35/18,90,528924,182425,-0.142936,51.526032,Plotted By Council Officer,"(51.526032, -0.142936)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
CARTWRIGHT GARDENS,KING'S CROSS,WC1,35/18,90,530086,182515,-0.126162,51.526575,Plotted By Council Officer,"(51.526575, -0.126162)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
SANDALL ROAD,CANTELOWES,NW5,35/18,90,529432,184707,-0.134779,51.546424,Plotted By Council Officer,"(51.546424, -0.134779)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
STORE STREET,BLOOMSBURY,WC1,35/18,60,529666,181704,-0.132512,51.519383,Plotted By Council Officer,"(51.519383, -0.132512)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
PRIMROSE HILL ROAD,REGENT'S PARK,NW3,35/18,90,527612,184045,-0.161252,51.540889,Plotted By Council Officer,"(51.540889, -0.161252)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
SWAIN'S LANE,HIGHGATE,N6,35/18,90,528304,186378,-0.150428,51.561698,Plotted By Council Officer,"(51.561698, -0.150428)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
ELSWORTHY ROAD,SWISS COTTAGE,NW3,35/18,60,527432,184123,-0.163817,51.54163,Plotted By Council Officer,"(51.54163, -0.163817)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
WEEDINGTON ROAD,GOSPEL OAK,NW5,35/18,60,528309,185098,-0.150823,51.550194,Plotted By Council Officer,"(51.550194, -0.150823)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
BELSIZE GROVE,BELSIZE,NW3,35/18,61,527401,184928,-0.163973,51.548872,Plotted By Council Officer,"(51.548872, -0.163973)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
ALBERT STREET,REGENT'S PARK,NW1,35/18,90,528837,183620,-0.143753,51.536791,Plotted By Council Officer,"(51.536791, -0.143753)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
KEMPLAY ROAD,HAMPSTEAD TOWN,NW3,35/18,60,526711,185701,-0.173641,51.555974,Plotted By Council Officer,"(51.555974, -0.173641)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
LYNCROFT GARDENS,FORTUNE GREEN,NW6,35/18,60,525411,185371,-0.1925,51.553299,Plotted By Council Officer,"(51.553299, -0.1925)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
HAMPSTEAD HILL GARDENS,HAMPSTEAD TOWN,NW3,35/18,60,527022,185575,-0.169203,51.554772,Plotted By Council Officer,"(51.554772, -0.169203)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
LYMINGTON ROAD,WEST HAMPSTEAD,NW6,70/35,65,525724,184916,-0.18815,51.54914,Plotted By Council Officer,"(51.54914, -0.18815)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
BEDFORD SQUARE,BLOOMSBURY,WC1,70/35,100,529762,181646,-0.13115,51.51884,Plotted By Council Officer,"(51.51884, -0.13115)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
CHURCH ROW,FROGNAL AND FITZJOHNS,NW3,70/35,100,526166,185629,-0.181524,51.555449,Plotted By Council Officer,"(51.555449, -0.181524)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
HERBERT STREET,HAVERSTOCK,NW5,35/18,60,528109,184938,-0.153764,51.548802,Plotted By Council Officer,"(51.548802, -0.153764)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
BLOOMSBURY WAY,HOLBORN AND COVENT GARDEN,WC1,35/18,90,530228,181501,-0.124491,51.517429,Plotted By Council Officer,"(51.517429, -0.124491)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
BELMONT STREET,HAVERSTOCK,NW1,35/18,21,528303,184388,-0.151168,51.543815,Plotted By Council Officer,"(51.543815, -0.151168)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
MACKLIN STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,61,530438,181407,-0.121501,51.516536,Plotted By Council Officer,"(51.516536, -0.121501)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
WEST HEATH ROAD,HAMPSTEAD TOWN,NW3,35/18,90,526055,186272,-0.182894,51.561252,Plotted By Council Officer,"(51.561252, -0.182894)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
IVERSON ROAD,WEST HAMPSTEAD,NW6,35/18,90,525246,184732,-0.195106,51.547592,Plotted By Council Officer,"(51.547592, -0.195106)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
FORTUNE GREEN ROAD,FORTUNE GREEN,NW6,35/18,90,525161,185442,-0.196079,51.553992,Plotted By Council Officer,"(51.553992, -0.196079)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
REDINGTON ROAD,FROGNAL AND FITZJOHNS,NW3,35/18,60,525773,185852,-0.18711,51.557541,Plotted By Council Officer,"(51.557541, -0.18711)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
WILLIAM ROAD,REGENT'S PARK,NW1,35/18,90,529084,182549,-0.140586,51.52711,Plotted By Council Officer,"(51.52711, -0.140586)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
CAMDEN PARK ROAD,CANTELOWES,NW1,35/18,90,529810,184808,-0.129294,51.547245,Plotted By Council Officer,"(51.547245, -0.129294)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
RHYL STREET,HAVERSTOCK,NW5,35/18,60,528290,184830,-0.151194,51.54779,Plotted By Council Officer,"(51.54779, -0.151194)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
REDINGTON GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525754,185921,-0.187359,51.558165,Plotted By Council Officer,"(51.558165, -0.187359)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
